ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
30087	0	atHasteBase	329	329	0	0	0	0	0	0	0	0	0	0	0	0
30088	0	atNeutralCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
30089	0	atNeutralHitValue	235	235	0	0	0	0	0	0	0	0	0	0	0	0
30090	0	atLunarCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
30091	0	atLunarHitValue	235	235	0	0	0	0	0	0	0	0	0	0	0	0
30092	0	atPoisonCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
30093	0	atPoisonHitValue	235	235	0	0	0	0	0	0	0	0	0	0	0	0
30094	0	atSolarAndLunarAttackPowerBase	742	742	0	0	0	0	0	0	0	0	0	0	0	0
30095	0	atSolarAndLunarCriticalDamagePowerBase	118	118	0	0	0	0	0	0	0	0	0	0	0	0
30096	0	atSolarAndLunarHitValue	235	235	0	0	0	0	0	0	0	0	0	0	0	0
30097	0	atSolarAndLunarHitValue	329	329	0	0	0	0	0	0	0	0	0	0	0	0
30098	0	atParryValueBase	3388	3388	0	0	0	0	0	0	0	0	0	0	0	0
30099	0	atMagicShield	325	325	0	0	0	0	0	0	0	0	0	0	0	0
30100	0	atNeutralAttackPowerBase	857	857	0	0	0	0	0	0	0	0	0	0	0	0
30101	0	atTherapyPowerBase	1062	1062	0	0	0	0	0	0	0	0	0	0	0	0
30102	0	atPoisonAttackPowerBase	857	857	0	0	0	0	0	0	0	0	0	0	0	0
30103	0	atSolarAndLunarAttackPowerBase	857	857	0	0	0	0	0	0	0	0	0	0	0	0
30104	0	atSolarAndLunarHitValue	232	232	0	0	0	0	0	0	0	0	0	0	0	0
30105	0	atParryValueBase	3343	3343	0	0	0	0	0	0	0	0	0	0	0	0
30106	0	atSolarHitValue	294	294	0	0	0	0	0	0	0	0	0	0	0	0
30107	0	atSolarAndLunarHitValue	294	294	0	0	0	0	0	0	0	0	0	0	0	0
30108	0	atPhysicsHitValue	294	294	0	0	0	0	0	0	0	0	0	0	0	0
30109	0	atSolarOvercomeBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30110	0	atMagicShield	406	406	0	0	0	0	0	0	0	0	0	0	0	0
30111	0	atSolarHitValue	325	325	0	0	0	0	0	0	0	0	0	0	0	0
30112	0	atNeutralOvercomeBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30113	0	atHasteBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30114	0	atLunarOvercomeBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30115	0	atPoisonOvercomeBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30116	0	atSolarAndLunarOvercomeBase	371	371	0	0	0	0	0	0	0	0	0	0	0	0
30117	0	atSolarAndLunarHitValue	325	325	0	0	0	0	0	0	0	0	0	0	0	0
30118	0	atDodge	406	406	0	0	0	0	0	0	0	0	0	0	0	0
30119	0	atSolarOvercomeBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30120	0	atNeutralOvercomeBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30121	0	atHasteBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30122	0	atLunarOvercomeBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30123	0	atPoisonOvercomeBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30124	0	atSolarAndLunarOvercomeBase	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30125	0	atParryValueBase	2842	2842	0	0	0	0	0	0	0	0	0	0	0	0
30126	0	atNeutralOvercomeBase	247	247	0	0	0	0	0	0	0	0	0	0	0	0
30127	0	atLunarOvercomeBase	247	247	0	0	0	0	0	0	0	0	0	0	0	0
30128	0	atPoisonHitValue	148	148	0	0	0	0	0	0	0	0	0	0	0	0
30129	0	atPoisonCriticalDamagePowerBase	99	99	0	0	0	0	0	0	0	0	0	0	0	0
30130	0	atPoisonOvercomeBase	247	247	0	0	0	0	0	0	0	0	0	0	0	0
30131	0	atLunarCriticalStrike	137	137	0	0	0	0	0	0	0	0	0	0	0	0
30132	0	atPoisonCriticalStrike	137	137	0	0	0	0	0	0	0	0	0	0	0	0
30133	0	atVitalityBase	710	710	0	0	0	0	0	0	0	0	0	0	0	0
30134	0	atNeutralAttackPowerBase	578	578	0	0	0	0	0	0	0	0	0	0	0	0
30135	0	atTherapyPowerBase	912	912	0	0	0	0	0	0	0	0	0	0	0	0
30136	0	atMagicHitValue	179	179	0	0	0	0	0	0	0	0	0	0	0	0
30137	0	atAllTypeHitValue	179	179	0	0	0	0	0	0	0	0	0	0	0	0
30138	0	atLunarCriticalStrike	252	252	0	0	0	0	0	0	0	0	0	0	0	0
30139	0	atPoisonCriticalStrike	252	252	0	0	0	0	0	0	0	0	0	0	0	0
30140	0	atSolarAndLunarCriticalStrike	252	252	0	0	0	0	0	0	0	0	0	0	0	0
30141	0	atParryValueBase	1622	1622	0	0	0	0	0	0	0	0	0	0	0	0
30142	0	atSolarAndLunarOvercomeBase	275	275	0	0	0	0	0	0	0	0	0	0	0	0
30143	0	atMagicShield	238	238	0	0	0	0	0	0	0	0	0	0	0	0
30144	0	atDodge	238	238	0	0	0	0	0	0	0	0	0	0	0	0
30145	0	atSolarAndLunarHitValue	191	191	0	0	0	0	0	0	0	0	0	0	0	0
30146	0	atParryBase	238	238	0	0	0	0	0	0	0	0	0	0	0	0
30147	0	atParryValueBase	1962	1962	0	0	0	0	0	0	0	0	0	0	0	0
30148	0	atParryValueBase	1373	1373	0	0	0	0	0	0	0	0	0	0	0	0
30149	0	atSolarOvercomeBase	282	282	0	0	0	0	0	0	0	0	0	0	0	0
30150	0	atActiveThreatCoefficient	0	0	145	145	0	0	0	0	0	0	0	0	0	0
30151	0	atNeutralOvercomeBase	282	282	0	0	0	0	0	0	0	0	0	0	0	0
30152	0	atLunarOvercomeBase	282	282	0	0	0	0	0	0	0	0	0	0	0	0
30153	0	atPoisonOvercomeBase	282	282	0	0	0	0	0	0	0	0	0	0	0	0
30154	0	atPoisonHitValue	176	176	0	0	0	0	0	0	0	0	0	0	0	0
30155	0	atParryValueBase	1411	1411	0	0	0	0	0	0	0	0	0	0	0	0
30156	0	atMagicHitValue	176	176	0	0	0	0	0	0	0	0	0	0	0	0
30157	0	atMagicOvercome	219	219	0	0	0	0	0	0	0	0	0	0	0	0
30158	0	atActiveThreatCoefficient	0	0	143	143	0	0	0	0	0	0	0	0	0	0
30159	0	atParryValueBase	1790	1790	0	0	0	0	0	0	0	0	0	0	0	0
30160	0	atParryValueBase	1392	1392	0	0	0	0	0	0	0	0	0	0	0	0
30161	0	atAllTypeHitValue	397	397	0	0	0	0	0	0	0	0	0	0	0	0
30162	0	atPhysicsHitValue	397	397	0	0	0	0	0	0	0	0	0	0	0	0
30163	0	atMagicCriticalStrike	254	254	0	0	0	0	0	0	0	0	0	0	0	0
30164	0	atMagicCriticalDamagePowerBase	159	159	0	0	0	0	0	0	0	0	0	0	0	0
30165	0	atAllTypeCriticalStrike	309	309	0	0	0	0	0	0	0	0	0	0	0	0
30166	0	atMagicOvercome	441	441	0	0	0	0	0	0	0	0	0	0	0	0
30167	0	atMagicCriticalStrike	353	353	0	0	0	0	0	0	0	0	0	0	0	0
30168	0	atAllTypeCriticalStrike	409	409	0	0	0	0	0	0	0	0	0	0	0	0
30169	0	atPhysicsCriticalStrike	409	409	0	0	0	0	0	0	0	0	0	0	0	0
30170	0	atAllTypeHitValue	318	318	0	0	0	0	0	0	0	0	0	0	0	0
30171	0	atAllTypeCriticalDamagePowerBase	114	114	0	0	0	0	0	0	0	0	0	0	0	0
30172	0	atStrainBase	454	454	0	0	0	0	0	0	0	0	0	0	0	0
30173	0	atAllTypeCriticalDamagePowerBase	185	185	0	0	0	0	0	0	0	0	0	0	0	0
30174	0	atMagicCriticalStrike	269	269	0	0	0	0	0	0	0	0	0	0	0	0
30175	0	atMagicCriticalStrike	262	262	0	0	0	0	0	0	0	0	0	0	0	0
30176	0	atAllTypeCriticalStrike	467	467	0	0	0	0	0	0	0	0	0	0	0	0
30177	0	atPhysicsCriticalStrike	467	467	0	0	0	0	0	0	0	0	0	0	0	0
30178	0	atMagicCriticalDamagePowerBase	187	187	0	0	0	0	0	0	0	0	0	0	0	0
30179	0	atAllTypeHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
30180	0	atHasteBase	276	276	0	0	0	0	0	0	0	0	0	0	0	0
30181	0	atMagicCriticalStrike	206	206	0	0	0	0	0	0	0	0	0	0	0	0
30182	0	atAllTypeCriticalStrike	206	206	0	0	0	0	0	0	0	0	0	0	0	0
30183	0	atParryValueBase	1989	1989	0	0	0	0	0	0	0	0	0	0	0	0
30184	0	atSolarOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
30185	0	atNeutralOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
30186	0	atLunarOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
30187	0	atPoisonOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
30188	0	atSolarAndLunarOvercomeBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
30189	0	atHasteBase	324	324	0	0	0	0	0	0	0	0	0	0	0	0
30190	0	atSolarAndLunarCriticalStrike	229	229	0	0	0	0	0	0	0	0	0	0	0	0
30191	0	atPoisonCriticalStrike	229	229	0	0	0	0	0	0	0	0	0	0	0	0
30192	0	atSolarOvercomeBase	256	256	0	0	0	0	0	0	0	0	0	0	0	0
30193	0	atNeutralOvercomeBase	256	256	0	0	0	0	0	0	0	0	0	0	0	0
30194	0	atLunarOvercomeBase	256	256	0	0	0	0	0	0	0	0	0	0	0	0
30195	0	atPoisonOvercomeBase	256	256	0	0	0	0	0	0	0	0	0	0	0	0
30196	0	atSolarAndLunarOvercomeBase	256	256	0	0	0	0	0	0	0	0	0	0	0	0
30197	0	atHasteBase	230	230	0	0	0	0	0	0	0	0	0	0	0	0
30198	0	atMagicHitValue	268	268	0	0	0	0	0	0	0	0	0	0	0	0
30199	0	atAllTypeHitValue	268	268	0	0	0	0	0	0	0	0	0	0	0	0
30200	0	atSetEquipmentRecipe	4678	4678	1	1										
30201	0	atSolarAttackPowerBase	699	699	0	0	0	0	0	0	0	0	0	0	0	0
30202	0	atParryValueBase	2792	2792	0	0	0	0	0	0	0	0	0	0	0	0
30203	0	atNeutralOvercomeBase	242	242	0	0	0	0	0	0	0	0	0	0	0	0
30204	0	atLunarAttackPowerBase	699	699	0	0	0	0	0	0	0	0	0	0	0	0
30205	0	atLunarOvercomeBase	242	242	0	0	0	0	0	0	0	0	0	0	0	0
30206	0	atPoisonAttackPowerBase	699	699	0	0	0	0	0	0	0	0	0	0	0	0
30207	0	atPoisonOvercomeBase	242	242	0	0	0	0	0	0	0	0	0	0	0	0
30208	0	atMagicHitValue	155	155	0	0	0	0	0	0	0	0	0	0	0	0
30209	0	atVitalityBase	4785	4785	0	0	0	0	0	0	0	0	0	0	0	0
30210	0	atPhysicsShieldBase	2610	2610	0	0	0	0	0	0	0	0	0	0	0	0
30211	0	atAllTypeHitValue	1740	1740	0	0	0	0	0	0	0	0	0	0	0	0
30212	0	atStrainBase	870	870	0	0	0	0	0	0	0	0	0	0	0	0
30213	0	atActiveThreatCoefficient	0	0	1432	1432	0	0	0	0	0	0	0	0	0	0
30214	0	atMagicShield	379	379	0	0	0	0	0	0	0	0	0	0	0	0
30215	0	atMagicCriticalStrike	255	255	0	0	0	0	0	0	0	0	0	0	0	0
30216	0	atMagicCriticalDamagePowerBase	116	116	0	0	0	0	0	0	0	0	0	0	0	0
30217	0	atMagicCriticalDamagePowerBase	104	104	0	0	0	0	0	0	0	0	0	0	0	0
30218	0	atMagicHitValue	207	207	0	0	0	0	0	0	0	0	0	0	0	0
30219	0	atAllTypeCriticalDamagePowerBase	104	104	0	0	0	0	0	0	0	0	0	0	0	0
30220	0	atAllTypeHitValue	207	207	0	0	0	0	0	0	0	0	0	0	0	0
30221	0	atAllTypeHitValue	290	290	0	0	0	0	0	0	0	0	0	0	0	0
30222	0	atSolarAttackPowerBase	653	653	0	0	0	0	0	0	0	0	0	0	0	0
30223	0	atSolarOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30224	0	atNeutralOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30225	0	atNeutralHitValue	207	207	0	0	0	0	0	0	0	0	0	0	0	0
30226	0	atHasteBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30227	0	atLunarAttackPowerBase	653	653	0	0	0	0	0	0	0	0	0	0	0	0
30228	0	atLunarOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30229	0	atLunarHitValue	207	207	0	0	0	0	0	0	0	0	0	0	0	0
30230	0	atPoisonOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30231	0	atPoisonHitValue	207	207	0	0	0	0	0	0	0	0	0	0	0	0
30232	0	atSolarAndLunarAttackPowerBase	653	653	0	0	0	0	0	0	0	0	0	0	0	0
30233	0	atSolarAndLunarOvercomeBase	331	331	0	0	0	0	0	0	0	0	0	0	0	0
30234	0	atParryValueBase	2984	2984	0	0	0	0	0	0	0	0	0	0	0	0
30235	0	atParryValueBase	2966	2966	0	0	0	0	0	0	0	0	0	0	0	0
30236	0	atPoisonCriticalDamagePowerBase	103	103	0	0	0	0	0	0	0	0	0	0	0	0
30237	0	atParryValueBase	1670	1670	0	0	0	0	0	0	0	0	0	0	0	0
30238	0	atHasteBase	260	260	0	0	0	0	0	0	0	0	0	0	0	0
30239	0	atMagicCriticalStrike	271	271	0	0	0	0	0	0	0	0	0	0	0	0
30240	0	atAllTypeCriticalStrike	338	338	0	0	0	0	0	0	0	0	0	0	0	0
30241	0	atMagicCriticalDamagePowerBase	135	135	0	0	0	0	0	0	0	0	0	0	0	0
30242	0	atMagicOvercome	367	367	0	0	0	0	0	0	0	0	0	0	0	0
30243	0	atMagicOvercome	483	483	0	0	0	0	0	0	0	0	0	0	0	0
30244	0	atMagicOvercome	251	251	0	0	0	0	0	0	0	0	0	0	0	0
30245	0	atParryValueBase	928	928	0	0	0	0	0	0	0	0	0	0	0	0
30246	0	atAllTypeHitValue	242	242	0	0	0	0	0	0	0	0	0	0	0	0
30247	0	atMagicHitValue	191	191	0	0	0	0	0	0	0	0	0	0	0	0
30248	0	atHasteBase	332	332	0	0	0	0	0	0	0	0	0	0	0	0
30249	0	atAllTypeHitValue	208	208	0	0	0	0	0	0	0	0	0	0	0	0
30250	0	atMagicOvercome	299	299	0	0	0	0	0	0	0	0	0	0	0	0
30251	0	atMagicOvercome	353	353	0	0	0	0	0	0	0	0	0	0	0	0
30252	0	atHasteBase	353	353	0	0	0	0	0	0	0	0	0	0	0	0
30253	0	atMagicOvercome	336	336	0	0	0	0	0	0	0	0	0	0	0	0
30254	0	atMagicOvercome	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30255	0	atAllTypeHitValue	234	234	0	0	0	0	0	0	0	0	0	0	0	0
30256	0	atActiveThreatCoefficient	0	0	187	187	0	0	0	0	0	0	0	0	0	0
30257	0	atActiveThreatCoefficient	0	0	187	187	0	0	0	0	0	0	0	0	0	0
30258	0	atActiveThreatCoefficient	0	0	187	187	0	0	0	0	0	0	0	0	0	0
30259	0	atHasteBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30260	0	atAllTypeHitValue	253	253	0	0	0	0	0	0	0	0	0	0	0	0
30261	0	atStrainBase	228	228	0	0	0	0	0	0	0	0	0	0	0	0
30262	0	atActiveThreatCoefficient	0	0	202	202	0	0	0	0	0	0	0	0	0	0
30263	0	atActiveThreatCoefficient	0	0	202	202	0	0	0	0	0	0	0	0	0	0
30264	0	atActiveThreatCoefficient	0	0	202	202	0	0	0	0	0	0	0	0	0	0
30265	0	atMagicOvercome	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30266	0	atSolarOvercomeBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
30267	0	atNeutralOvercomeBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
30268	0	atLunarOvercomeBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
30269	0	atPoisonOvercomeBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
30270	0	atSolarAndLunarOvercomeBase	305	305	0	0	0	0	0	0	0	0	0	0	0	0
30271	0	atSolarOvercomeBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30272	0	atNeutralOvercomeBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30273	0	atLunarOvercomeBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30274	0	atPoisonOvercomeBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30275	0	atSolarAndLunarOvercomeBase	392	392	0	0	0	0	0	0	0	0	0	0	0	0
30276	0	atSolarOvercomeBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
30277	0	atNeutralOvercomeBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
30278	0	atLunarOvercomeBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
30279	0	atPoisonOvercomeBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
30280	0	atSolarAndLunarOvercomeBase	436	436	0	0	0	0	0	0	0	0	0	0	0	0
30281	0	atMagicOvercome	402	402	0	0	0	0	0	0	0	0	0	0	0	0
30282	0	atPhysicsOvercomeBase	402	402	0	0	0	0	0	0	0	0	0	0	0	0
30283	0	atSolarOvercomeBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30284	0	atNeutralOvercomeBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30285	0	atLunarOvercomeBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30286	0	atPoisonOvercomeBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30287	0	atSolarAndLunarAttackPowerBase	320	320	0	0	0	0	0	0	0	0	0	0	0	0
30288	0	atSolarAndLunarOvercomeBase	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30289	0	atStrainBase	269	269	0	0	0	0	0	0	0	0	0	0	0	0
30290	0	atSolarOvercomeBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30291	0	atStrainBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
30292	0	atNeutralOvercomeBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30293	0	atLunarOvercomeBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30294	0	atPoisonOvercomeBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30295	0	atSolarAndLunarOvercomeBase	478	478	0	0	0	0	0	0	0	0	0	0	0	0
30296	0	atMagicOvercome	334	334	0	0	0	0	0	0	0	0	0	0	0	0
30297	0	atMagicOvercome	430	430	0	0	0	0	0	0	0	0	0	0	0	0
30298	0	atActiveThreatCoefficient	0	0	231	231	0	0	0	0	0	0	0	0	0	0
30299	0	atActiveThreatCoefficient	0	0	231	231	0	0	0	0	0	0	0	0	0	0
30300	0	atActiveThreatCoefficient	0	0	231	231	0	0	0	0	0	0	0	0	0	0
30301	0	atMagicOvercome	498	498	0	0	0	0	0	0	0	0	0	0	0	0
30302	0	atStrainBase	311	311	0	0	0	0	0	0	0	0	0	0	0	0
30303	0	atMagicOvercome	448	448	0	0	0	0	0	0	0	0	0	0	0	0
30304	0	atSolarOvercomeBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30305	0	atNeutralOvercomeBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30306	0	atLunarOvercomeBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30307	0	atPoisonOvercomeBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30308	0	atSolarAndLunarOvercomeBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30309	0	atSolarOvercomeBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30310	0	atNeutralOvercomeBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30311	0	atLunarOvercomeBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30312	0	atPoisonAttackPowerBase	387	387	0	0	0	0	0	0	0	0	0	0	0	0
30313	0	atPoisonOvercomeBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30314	0	atSolarAndLunarAttackPowerBase	387	387	0	0	0	0	0	0	0	0	0	0	0	0
30315	0	atSolarAndLunarOvercomeBase	405	405	0	0	0	0	0	0	0	0	0	0	0	0
30316	0	atSolarOvercomeBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
30317	0	atNeutralOvercomeBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
30318	0	atLunarOvercomeBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
30319	0	atPoisonOvercomeBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
30320	0	atSolarAttackPowerBase	737	737	0	0	0	0	0	0	0	0	0	0	0	0
30321	0	atLunarAttackPowerBase	786	786	0	0	0	0	0	0	0	0	0	0	0	0
30322	0	atSolarAttackPowerBase	835	835	0	0	0	0	0	0	0	0	0	0	0	0
30323	0	atSolarOvercomeBase	424	424	0	0	0	0	0	0	0	0	0	0	0	0
30324	0	atLunarAttackPowerBase	835	835	0	0	0	0	0	0	0	0	0	0	0	0
30325	0	atLunarOvercomeBase	424	424	0	0	0	0	0	0	0	0	0	0	0	0
30326	0	atPoisonAttackPowerBase	835	835	0	0	0	0	0	0	0	0	0	0	0	0
30327	0	atPoisonOvercomeBase	424	424	0	0	0	0	0	0	0	0	0	0	0	0
30328	0	atNeutralAttackPowerBase	884	884	0	0	0	0	0	0	0	0	0	0	0	0
30329	0	atLunarAttackPowerBase	884	884	0	0	0	0	0	0	0	0	0	0	0	0
30330	0	atPoisonAttackPowerBase	884	884	0	0	0	0	0	0	0	0	0	0	0	0
30331	0	atSolarAndLunarAttackPowerBase	884	884	0	0	0	0	0	0	0	0	0	0	0	0
30332	0	atSolarOvercomeBase	486	486	0	0	0	0	0	0	0	0	0	0	0	0
30333	0	atStrainBase	304	304	0	0	0	0	0	0	0	0	0	0	0	0
30334	0	atNeutralOvercomeBase	486	486	0	0	0	0	0	0	0	0	0	0	0	0
30335	0	atLunarAttackPowerBase	958	958	0	0	0	0	0	0	0	0	0	0	0	0
30336	0	atLunarOvercomeBase	486	486	0	0	0	0	0	0	0	0	0	0	0	0
30337	0	atPoisonOvercomeBase	486	486	0	0	0	0	0	0	0	0	0	0	0	0
30338	0	atSolarAndLunarOvercomeBase	486	486	0	0	0	0	0	0	0	0	0	0	0	0
30339	0	atSolarAttackPowerBase	1032	1032	0	0	0	0	0	0	0	0	0	0	0	0
30340	0	atLunarAttackPowerBase	1032	1032	0	0	0	0	0	0	0	0	0	0	0	0
30341	0	atPoisonAttackPowerBase	1032	1032	0	0	0	0	0	0	0	0	0	0	0	0
30342	0	atSolarAndLunarAttackPowerBase	1032	1032	0	0	0	0	0	0	0	0	0	0	0	0
30343	0	atSolarAttackPowerBase	1056	1056	0	0	0	0	0	0	0	0	0	0	0	0
30344	0	atSolarOvercomeBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30345	0	atNeutralAttackPowerBase	1056	1056	0	0	0	0	0	0	0	0	0	0	0	0
30346	0	atNeutralOvercomeBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30347	0	atLunarAttackPowerBase	1056	1056	0	0	0	0	0	0	0	0	0	0	0	0
30348	0	atLunarOvercomeBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30349	0	atPoisonAttackPowerBase	1056	1056	0	0	0	0	0	0	0	0	0	0	0	0
30350	0	atPoisonOvercomeBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30351	0	atSolarAndLunarAttackPowerBase	1056	1056	0	0	0	0	0	0	0	0	0	0	0	0
30352	0	atSolarAndLunarOvercomeBase	536	536	0	0	0	0	0	0	0	0	0	0	0	0
30353	0	atMagicOvercome	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30354	0	atVitalityBase	663	663	0	0	0	0	0	0	0	0	0	0	0	0
30355	0	atSolarAttackPowerBase	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
30356	0	atSolarOvercomeBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
30357	0	atStrainBase	358	358	0	0	0	0	0	0	0	0	0	0	0	0
30358	0	atNeutralAttackPowerBase	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
30359	0	atNeutralOvercomeBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
30360	0	atPhysicsAttackPowerBase	941	941	0	0	0	0	0	0	0	0	0	0	0	0
30361	0	atLunarAttackPowerBase	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
30362	0	atLunarOvercomeBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
30363	0	atPoisonAttackPowerBase	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
30364	0	atPoisonOvercomeBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
30365	0	atSolarAndLunarAttackPowerBase	1130	1130	0	0	0	0	0	0	0	0	0	0	0	0
30366	0	atSolarAndLunarOvercomeBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
30367	0	atSolarAttackPowerBase	1154	1154	0	0	0	0	0	0	0	0	0	0	0	0
30368	0	atSolarOvercomeBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
30369	0	atNeutralAttackPowerBase	1154	1154	0	0	0	0	0	0	0	0	0	0	0	0
30370	0	atNeutralOvercomeBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
30371	0	atLunarAttackPowerBase	1154	1154	0	0	0	0	0	0	0	0	0	0	0	0
30372	0	atLunarOvercomeBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
30373	0	atPoisonAttackPowerBase	1154	1154	0	0	0	0	0	0	0	0	0	0	0	0
30374	0	atPoisonOvercomeBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
30375	0	atSolarAndLunarAttackPowerBase	1154	1154	0	0	0	0	0	0	0	0	0	0	0	0
30376	0	atSolarAndLunarOvercomeBase	585	585	0	0	0	0	0	0	0	0	0	0	0	0
30377	0	atSolarOvercomeBase	598	598	0	0	0	0	0	0	0	0	0	0	0	0
30378	0	atStrainBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
30379	0	atNeutralOvercomeBase	598	598	0	0	0	0	0	0	0	0	0	0	0	0
30380	0	atLunarOvercomeBase	598	598	0	0	0	0	0	0	0	0	0	0	0	0
30381	0	atPoisonOvercomeBase	598	598	0	0	0	0	0	0	0	0	0	0	0	0
30382	0	atSolarAndLunarOvercomeBase	598	598	0	0	0	0	0	0	0	0	0	0	0	0
30383	0	atSolarOvercomeBase	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30384	0	atNeutralOvercomeBase	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30385	0	atLunarOvercomeBase	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30386	0	atPoisonOvercomeBase	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30387	0	atSolarAndLunarOvercomeBase	287	287	0	0	0	0	0	0	0	0	0	0	0	0
30388	0	atParryValueBase	1401	1401	0	0	0	0	0	0	0	0	0	0	0	0
30389	0	atMagicHitValue	195	195	0	0	0	0	0	0	0	0	0	0	0	0
30390	0	atMagicHitValue	208	208	0	0	0	0	0	0	0	0	0	0	0	0
30391	0	atParryValueBase	1588	1588	0	0	0	0	0	0	0	0	0	0	0	0
30392	0	atMagicHitValue	221	221	0	0	0	0	0	0	0	0	0	0	0	0
