ID	Name	UIID	AttriName	Attribute1ID	Attribute1Value1	Attribute1Value2	Score	DiamondType1	Compare1	DiamondCount1	DiamondIntensity1	Attribute2ID	Attribute2Value1	Attribute2Value2	DiamondType2	Compare2	DiamondCount2	DiamondIntensity2	Attribute3ID	Attribute3Value1	Attribute3Value2	DiamondType3	Compare3	DiamondCount3	DiamondIntensity3	ScriptName	Attribute4ID	Attribute4Value1	Attribute4Value2	RepresentIndex	RepresentID	Time	DestItemSubType	TabType	TabIndex	PackageSize	MapInvalidMask	BelongKungfuID
3723	彩·融天·海纳·霹雳(陆)	33294		atNeutralCriticalStrike	293	293	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3724	彩·融天·霹雳·海纳(壹)	33295		atNeutralCriticalStrike	49	49	0	5	3	5	10	atNeutralCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15296			
3725	彩·融天·霹雳·海纳(贰)	33296		atNeutralCriticalStrike	98	98	0	5	3	7	20	atNeutralCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15297			
3726	彩·融天·霹雳·海纳(叁)	33297		atNeutralCriticalStrike	146	146	0	5	3	9	30	atNeutralCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15298			
3727	彩·融天·霹雳·海纳(肆)	33298		atNeutralCriticalStrike	195	195	0	5	3	11	40	atNeutralCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15299			
3728	彩·融天·霹雳·海纳(伍)	33299		atNeutralCriticalStrike	244	244	0	5	3	13	45	atNeutralCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15300			
3729	彩·融天·霹雳·海纳(陆)	33300		atNeutralCriticalStrike	293	293	0	5	3	14	50	atNeutralCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3730	彩·融天·大化·海纳(壹)	33301		atNeutralCriticalStrike	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15302			
3731	彩·融天·大化·海纳(贰)	33302		atNeutralCriticalStrike	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15303			
3732	彩·融天·大化·海纳(叁)	33303		atNeutralCriticalStrike	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15304			
3733	彩·融天·大化·海纳(肆)	33304		atNeutralCriticalStrike	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15305			
3734	彩·融天·大化·海纳(伍)	33305		atNeutralCriticalStrike	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15306			
3735	彩·融天·大化·海纳(陆)	33306		atNeutralCriticalStrike	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3736	彩·化雪·海纳·杯雪(壹)	33307		atLunarCriticalStrike	49	49	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	15308			
3737	彩·化雪·海纳·杯雪(贰)	33308		atLunarCriticalStrike	98	98	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	15309			
3738	彩·化雪·海纳·杯雪(叁)	33309		atLunarCriticalStrike	146	146	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	15310			
3739	彩·化雪·海纳·杯雪(肆)	33310		atLunarCriticalStrike	195	195	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	15311			
3740	彩·化雪·海纳·杯雪(伍)	33311		atLunarCriticalStrike	244	244	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atLunarCriticalDamagePowerBase	975	975	5	3	16	90									5	15312			
3741	彩·化雪·海纳·杯雪(陆)	33312		atLunarCriticalStrike	293	293	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atLunarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3742	彩·化雪·杯雪·海纳(壹)	33313		atLunarCriticalStrike	49	49	0	5	3	5	10	atLunarCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15314			
3743	彩·化雪·杯雪·海纳(贰)	33314		atLunarCriticalStrike	98	98	0	5	3	7	20	atLunarCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15315			
3744	彩·化雪·杯雪·海纳(叁)	33315		atLunarCriticalStrike	146	146	0	5	3	9	30	atLunarCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15316			
3745	彩·化雪·杯雪·海纳(肆)	33316		atLunarCriticalStrike	195	195	0	5	3	11	40	atLunarCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15317			
3746	彩·化雪·杯雪·海纳(伍)	33317		atLunarCriticalStrike	244	244	0	5	3	13	45	atLunarCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15318			
3747	彩·化雪·杯雪·海纳(陆)	33318		atLunarCriticalStrike	293	293	0	5	3	14	50	atLunarCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3748	彩·化雪·大化·海纳(壹)	33319		atLunarCriticalStrike	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15320			
3749	彩·化雪·大化·海纳(贰)	33320		atLunarCriticalStrike	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15321			
3750	彩·化雪·大化·海纳(叁)	33321		atLunarCriticalStrike	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15322			
3751	彩·化雪·大化·海纳(肆)	33322		atLunarCriticalStrike	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15323			
3752	彩·化雪·大化·海纳(伍)	33323		atLunarCriticalStrike	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15324			
3753	彩·化雪·大化·海纳(陆)	33324		atLunarCriticalStrike	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3754	彩·蚀骨·海纳·穿石(壹)	33325		atPoisonCriticalStrike	49	49	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atPoisonCriticalDamagePowerBase	195	195	5	3	8	57									5	15326			
3755	彩·蚀骨·海纳·穿石(贰)	33326		atPoisonCriticalStrike	98	98	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atPoisonCriticalDamagePowerBase	390	390	5	3	10	62									5	15327			
3756	彩·蚀骨·海纳·穿石(叁)	33327		atPoisonCriticalStrike	146	146	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atPoisonCriticalDamagePowerBase	585	585	5	3	12	67									5	15328			
3757	彩·蚀骨·海纳·穿石(肆)	33328		atPoisonCriticalStrike	195	195	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atPoisonCriticalDamagePowerBase	780	780	5	3	14	72									5	15329			
3758	彩·蚀骨·海纳·穿石(伍)	33329		atPoisonCriticalStrike	244	244	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atPoisonCriticalDamagePowerBase	975	975	5	3	16	90									5	15330			
3759	彩·蚀骨·海纳·穿石(陆)	33330		atPoisonCriticalStrike	293	293	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atPoisonCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3760	彩·蚀骨·穿石·海纳(壹)	33331		atPoisonCriticalStrike	49	49	0	5	3	5	10	atPoisonCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15332			
3761	彩·蚀骨·穿石·海纳(贰)	33332		atPoisonCriticalStrike	98	98	0	5	3	7	20	atPoisonCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15333			
3762	彩·蚀骨·穿石·海纳(叁)	33333		atPoisonCriticalStrike	146	146	0	5	3	9	30	atPoisonCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15334			
3763	彩·蚀骨·穿石·海纳(肆)	33334		atPoisonCriticalStrike	195	195	0	5	3	11	40	atPoisonCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15335			
3764	彩·蚀骨·穿石·海纳(伍)	33335		atPoisonCriticalStrike	244	244	0	5	3	13	45	atPoisonCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15336			
3765	彩·蚀骨·穿石·海纳(陆)	33336		atPoisonCriticalStrike	293	293	0	5	3	14	50	atPoisonCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3766	彩·蚀骨·大化·海纳(壹)	33337		atPoisonCriticalStrike	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15338			
3767	彩·蚀骨·大化·海纳(贰)	33338		atPoisonCriticalStrike	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15339			
3768	彩·蚀骨·大化·海纳(叁)	33339		atPoisonCriticalStrike	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15340			
3769	彩·蚀骨·大化·海纳(肆)	33340		atPoisonCriticalStrike	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15341			
3770	彩·蚀骨·大化·海纳(伍)	33341		atPoisonCriticalStrike	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15342			
3771	彩·蚀骨·大化·海纳(陆)	33342		atPoisonCriticalStrike	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3772	彩·星见·海纳·月华(壹)	33343		atMagicCriticalStrike	49	49	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atMagicCriticalDamagePowerBase	195	195	5	3	8	57									5	15344			
3773	彩·星见·海纳·月华(贰)	33344		atMagicCriticalStrike	98	98	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atMagicCriticalDamagePowerBase	390	390	5	3	10	62									5	15345			
3774	彩·星见·海纳·月华(叁)	33345		atMagicCriticalStrike	146	146	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atMagicCriticalDamagePowerBase	585	585	5	3	12	67									5	15346			
3775	彩·星见·海纳·月华(肆)	33346		atMagicCriticalStrike	195	195	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atMagicCriticalDamagePowerBase	780	780	5	3	14	72									5	15347			
3776	彩·星见·海纳·月华(伍)	33347		atMagicCriticalStrike	244	244	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atMagicCriticalDamagePowerBase	975	975	5	3	16	90									5	15348			
3777	彩·星见·海纳·月华(陆)	33348		atMagicCriticalStrike	293	293	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atMagicCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3778	彩·星见·月华·海纳(壹)	33349		atMagicCriticalStrike	49	49	0	5	3	5	10	atMagicCriticalDamagePowerBase	98	98	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15350			
3779	彩·星见·月华·海纳(贰)	33350		atMagicCriticalStrike	98	98	0	5	3	7	20	atMagicCriticalDamagePowerBase	195	195	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15351			
3780	彩·星见·月华·海纳(叁)	33351		atMagicCriticalStrike	146	146	0	5	3	9	30	atMagicCriticalDamagePowerBase	293	293	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15352			
3781	彩·星见·月华·海纳(肆)	33352		atMagicCriticalStrike	195	195	0	5	3	11	40	atMagicCriticalDamagePowerBase	390	390	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15353			
3782	彩·星见·月华·海纳(伍)	33353		atMagicCriticalStrike	244	244	0	5	3	13	45	atMagicCriticalDamagePowerBase	488	488	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15354			
3783	彩·星见·月华·海纳(陆)	33354		atMagicCriticalStrike	293	293	0	5	3	14	50	atMagicCriticalDamagePowerBase	585	585	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3784	彩·星见·大化·海纳(壹)	33355		atMagicCriticalStrike	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15356			
3785	彩·星见·大化·海纳(贰)	33356		atMagicCriticalStrike	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15357			
3786	彩·星见·大化·海纳(叁)	33357		atMagicCriticalStrike	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15358			
3787	彩·星见·大化·海纳(肆)	33358		atMagicCriticalStrike	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15359			
3788	彩·星见·大化·海纳(伍)	33359		atMagicCriticalStrike	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15360			
3789	彩·星见·大化·海纳(陆)	33360		atMagicCriticalStrike	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3790	彩·浴火·大化·海纳(壹)	33361		atSolarCriticalDamagePowerBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15362			
3791	彩·浴火·大化·海纳(贰)	33362		atSolarCriticalDamagePowerBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15363			
3792	彩·浴火·大化·海纳(叁)	33363		atSolarCriticalDamagePowerBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15364			
3793	彩·浴火·大化·海纳(肆)	33364		atSolarCriticalDamagePowerBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15365			
3794	彩·浴火·大化·海纳(伍)	33365		atSolarCriticalDamagePowerBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15366			
3795	彩·浴火·大化·海纳(陆)	33366		atSolarCriticalDamagePowerBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3796	彩·霹雳·大化·海纳(壹)	33367		atNeutralCriticalDamagePowerBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15368			
3797	彩·霹雳·大化·海纳(贰)	33368		atNeutralCriticalDamagePowerBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15369			
3798	彩·霹雳·大化·海纳(叁)	33369		atNeutralCriticalDamagePowerBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15370			
3799	彩·霹雳·大化·海纳(肆)	33370		atNeutralCriticalDamagePowerBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15371			
3800	彩·霹雳·大化·海纳(伍)	33371		atNeutralCriticalDamagePowerBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15372			
3801	彩·霹雳·大化·海纳(陆)	33372		atNeutralCriticalDamagePowerBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3802	彩·杯雪·大化·海纳(壹)	33373		atLunarCriticalDamagePowerBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15374			
3803	彩·杯雪·大化·海纳(贰)	33374		atLunarCriticalDamagePowerBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15375			
3804	彩·杯雪·大化·海纳(叁)	33375		atLunarCriticalDamagePowerBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15376			
3805	彩·杯雪·大化·海纳(肆)	33376		atLunarCriticalDamagePowerBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15377			
3806	彩·杯雪·大化·海纳(伍)	33377		atLunarCriticalDamagePowerBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15378			
3807	彩·杯雪·大化·海纳(陆)	33378		atLunarCriticalDamagePowerBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3808	彩·穿石·大化·海纳(壹)	33379		atPoisonCriticalDamagePowerBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15380			
3809	彩·穿石·大化·海纳(贰)	33380		atPoisonCriticalDamagePowerBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15381			
3810	彩·穿石·大化·海纳(叁)	33381		atPoisonCriticalDamagePowerBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15382			
3811	彩·穿石·大化·海纳(肆)	33382		atPoisonCriticalDamagePowerBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15383			
3812	彩·穿石·大化·海纳(伍)	33383		atPoisonCriticalDamagePowerBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15384			
3813	彩·穿石·大化·海纳(陆)	33384		atPoisonCriticalDamagePowerBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3814	彩·月华·大化·海纳(壹)	33385		atMagicCriticalDamagePowerBase	49	49	0	5	3	5	10	atDecriticalDamagePowerBase	49	49	5	3	6	45	atTherapyPowerBase	94	94	5	3	8	57									5	15386			
3815	彩·月华·大化·海纳(贰)	33386		atMagicCriticalDamagePowerBase	98	98	0	5	3	7	20	atDecriticalDamagePowerBase	98	98	5	3	8	50	atTherapyPowerBase	189	189	5	3	10	62									5	15387			
3816	彩·月华·大化·海纳(叁)	33387		atMagicCriticalDamagePowerBase	146	146	0	5	3	9	30	atDecriticalDamagePowerBase	146	146	5	3	10	55	atTherapyPowerBase	283	283	5	3	12	67									5	15388			
3817	彩·月华·大化·海纳(肆)	33388		atMagicCriticalDamagePowerBase	195	195	0	5	3	11	40	atDecriticalDamagePowerBase	195	195	5	3	12	60	atTherapyPowerBase	378	378	5	3	14	72									5	15389			
3818	彩·月华·大化·海纳(伍)	33389		atMagicCriticalDamagePowerBase	244	244	0	5	3	13	45	atDecriticalDamagePowerBase	244	244	5	3	14	75	atTherapyPowerBase	472	472	5	3	16	90									5	15390			
3819	彩·月华·大化·海纳(陆)	33390		atMagicCriticalDamagePowerBase	293	293	0	5	3	14	50	atDecriticalDamagePowerBase	293	293	5	3	16	90	atTherapyPowerBase	566	566	5	3	18	108									5	0			
3820	彩·潮生·海纳·浴火(壹)	33391		atManaReplenishExt	9	9	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atSolarCriticalDamagePowerBase	195	195	5	3	8	57									5	15392			
3821	彩·潮生·海纳·浴火(贰)	33392		atManaReplenishExt	19	19	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atSolarCriticalDamagePowerBase	390	390	5	3	10	62									5	15393			
3822	彩·潮生·海纳·浴火(叁)	33393		atManaReplenishExt	28	28	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atSolarCriticalDamagePowerBase	585	585	5	3	12	67									5	15394			
3823	彩·潮生·海纳·浴火(肆)	33394		atManaReplenishExt	38	38	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atSolarCriticalDamagePowerBase	780	780	5	3	14	72									5	15395			
3824	彩·潮生·海纳·浴火(伍)	33395		atManaReplenishExt	47	47	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atSolarCriticalDamagePowerBase	975	975	5	3	16	90									5	15396			
3825	彩·潮生·海纳·浴火(陆)	33396		atManaReplenishExt	56	56	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atSolarCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3826	彩·潮生·海纳·霹雳(壹)	33397		atManaReplenishExt	9	9	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atNeutralCriticalDamagePowerBase	195	195	5	3	8	57									5	15398			
3827	彩·潮生·海纳·霹雳(贰)	33398		atManaReplenishExt	19	19	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atNeutralCriticalDamagePowerBase	390	390	5	3	10	62									5	15399			
3828	彩·潮生·海纳·霹雳(叁)	33399		atManaReplenishExt	28	28	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atNeutralCriticalDamagePowerBase	585	585	5	3	12	67									5	15400			
3829	彩·潮生·海纳·霹雳(肆)	33400		atManaReplenishExt	38	38	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atNeutralCriticalDamagePowerBase	780	780	5	3	14	72									5	15401			
3830	彩·潮生·海纳·霹雳(伍)	33401		atManaReplenishExt	47	47	0	5	3	13	45	atTherapyPowerBase	236	236	5	3	14	75	atNeutralCriticalDamagePowerBase	975	975	5	3	16	90									5	15402			
3831	彩·潮生·海纳·霹雳(陆)	33402		atManaReplenishExt	56	56	0	5	3	14	50	atTherapyPowerBase	283	283	5	3	16	90	atNeutralCriticalDamagePowerBase	1170	1170	5	3	18	108									5	0			
3832	彩·潮生·海纳·杯雪(壹)	33403		atManaReplenishExt	9	9	0	5	3	5	10	atTherapyPowerBase	47	47	5	3	6	45	atLunarCriticalDamagePowerBase	195	195	5	3	8	57									5	15404			
3833	彩·潮生·海纳·杯雪(贰)	33404		atManaReplenishExt	19	19	0	5	3	7	20	atTherapyPowerBase	94	94	5	3	8	50	atLunarCriticalDamagePowerBase	390	390	5	3	10	62									5	15405			
3834	彩·潮生·海纳·杯雪(叁)	33405		atManaReplenishExt	28	28	0	5	3	9	30	atTherapyPowerBase	142	142	5	3	10	55	atLunarCriticalDamagePowerBase	585	585	5	3	12	67									5	15406			
3835	彩·潮生·海纳·杯雪(肆)	33406		atManaReplenishExt	38	38	0	5	3	11	40	atTherapyPowerBase	189	189	5	3	12	60	atLunarCriticalDamagePowerBase	780	780	5	3	14	72									5	15407			
