ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
27499	0	atLunarCriticalDamagePowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
27500	0	atPoisonAttackPowerBase	1904	1904	0	0	0	0	0	0	0	0	0	0	0	0
27501	0	atPoisonCriticalStrike	441	441	0	0	0	0	0	0	0	0	0	0	0	0
27502	0	atPoisonCriticalDamagePowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
27503	0	atSolarAndLunarAttackPowerBase	1904	1904	0	0	0	0	0	0	0	0	0	0	0	0
27504	0	atSolarAndLunarCriticalStrike	441	441	0	0	0	0	0	0	0	0	0	0	0	0
27505	0	atSolarAndLunarCriticalDamagePowerBase	200	200	0	0	0	0	0	0	0	0	0	0	0	0
27506	0	atDodge	702	702	0	0	0	0	0	0	0	0	0	0	0	0
27507	0	atSolarOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27508	0	atSolarHitValue	562	562	0	0	0	0	0	0	0	0	0	0	0	0
27509	0	atNeutralOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27510	0	atPhysicsOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27511	0	atPhysicsHitValue	562	562	0	0	0	0	0	0	0	0	0	0	0	0
27512	0	atLunarOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27513	0	atPoisonOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27514	0	atSolarAndLunarOvercomeBase	642	642	0	0	0	0	0	0	0	0	0	0	0	0
27515	0	atSolarAndLunarHitValue	562	562	0	0	0	0	0	0	0	0	0	0	0	0
27516	0	atMagicHitValue	220	220	0	0	0	0	0	0	0	0	0	0	0	0
27517	0	atDodge	275	275	0	0	0	0	0	0	0	0	0	0	0	0
27518	0	atMagicCriticalStrike	242	242	0	0	0	0	0	0	0	0	0	0	0	0
27519	0	atMagicCriticalDamagePowerBase	110	110	0	0	0	0	0	0	0	0	0	0	0	0
27520	0	atAllTypeCriticalStrike	242	242	0	0	0	0	0	0	0	0	0	0	0	0
27521	0	atAllTypeCriticalDamagePowerBase	110	110	0	0	0	0	0	0	0	0	0	0	0	0
27522	0	atHasteBase	352	352	0	0	0	0	0	0	0	0	0	0	0	0
27523	0	atSolarAttackPowerBase	2088	2088	0	0	0	0	0	0	0	0	0	0	0	0
27524	0	atSolarOvercomeBase	704	704	0	0	0	0	0	0	0	0	0	0	0	0
27525	0	atSolarHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27526	0	atMagicShield	924	924	0	0	0	0	0	0	0	0	0	0	0	0
27527	0	atNeutralAttackPowerBase	2088	2088	0	0	0	0	0	0	0	0	0	0	0	0
27528	0	atNeutralOvercomeBase	704	704	0	0	0	0	0	0	0	0	0	0	0	0
27529	0	atNeutralHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27530	0	atPhysicsAttackPowerBase	1740	1740	0	0	0	0	0	0	0	0	0	0	0	0
27531	0	atPhysicsHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27532	0	atParryBase	462	462	0	0	0	0	0	0	0	0	0	0	0	0
27533	0	atLunarAttackPowerBase	2088	2088	0	0	0	0	0	0	0	0	0	0	0	0
27534	0	atLunarOvercomeBase	704	704	0	0	0	0	0	0	0	0	0	0	0	0
27535	0	atLunarHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27536	0	atPoisonAttackPowerBase	2088	2088	0	0	0	0	0	0	0	0	0	0	0	0
27537	0	atPoisonOvercomeBase	704	704	0	0	0	0	0	0	0	0	0	0	0	0
27538	0	atPoisonHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27539	0	atSolarAndLunarAttackPowerBase	2088	2088	0	0	0	0	0	0	0	0	0	0	0	0
27540	0	atSolarAndLunarOvercomeBase	704	704	0	0	0	0	0	0	0	0	0	0	0	0
27541	0	atSolarAndLunarHitValue	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27542	0	atDodge	462	462	0	0	0	0	0	0	0	0	0	0	0	0
27543	0	atSolarCriticalStrike	484	484	0	0	0	0	0	0	0	0	0	0	0	0
27544	0	atStrainBase	440	440	0	0	0	0	0	0	0	0	0	0	0	0
27545	0	atPhysicsShieldBase	924	924	0	0	0	0	0	0	0	0	0	0	0	0
27546	0	atHasteBase	616	616	0	0	0	0	0	0	0	0	0	0	0	0
27547	0	atPhysicsCriticalStrike	484	484	0	0	0	0	0	0	0	0	0	0	0	0
27548	0	atPhysicsCriticalDamagePowerBase	220	220	0	0	0	0	0	0	0	0	0	0	0	0
27549	0	atLunarCriticalDamagePowerBase	220	220	0	0	0	0	0	0	0	0	0	0	0	0
27550	0	atPoisonCriticalStrike	484	484	0	0	0	0	0	0	0	0	0	0	0	0
27551	0	atPoisonCriticalDamagePowerBase	220	220	0	0	0	0	0	0	0	0	0	0	0	0
27552	0	atSolarAndLunarCriticalStrike	484	484	0	0	0	0	0	0	0	0	0	0	0	0
27553	0	atSolarAndLunarCriticalDamagePowerBase	220	220	0	0	0	0	0	0	0	0	0	0	0	0
27554	0	atVitalityBase	828	828	0	0	0	0	0	0	0	0	0	0	0	0
27555	0	atSolarAttackPowerBase	2125	2125	0	0	0	0	0	0	0	0	0	0	0	0
27556	0	atSolarOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27557	0	atStrainBase	448	448	0	0	0	0	0	0	0	0	0	0	0	0
27558	0	atMagicShield	784	784	0	0	0	0	0	0	0	0	0	0	0	0
27559	0	atHasteBase	627	627	0	0	0	0	0	0	0	0	0	0	0	0
27560	0	atNeutralAttackPowerBase	2125	2125	0	0	0	0	0	0	0	0	0	0	0	0
27561	0	atNeutralOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27562	0	atPhysicsAttackPowerBase	1771	1771	0	0	0	0	0	0	0	0	0	0	0	0
27563	0	atPhysicsOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27564	0	atLunarAttackPowerBase	2125	2125	0	0	0	0	0	0	0	0	0	0	0	0
27565	0	atLunarOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27566	0	atPoisonAttackPowerBase	2125	2125	0	0	0	0	0	0	0	0	0	0	0	0
27567	0	atPoisonOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27568	0	atSolarAndLunarAttackPowerBase	2125	2125	0	0	0	0	0	0	0	0	0	0	0	0
27569	0	atSolarAndLunarOvercomeBase	716	716	0	0	0	0	0	0	0	0	0	0	0	0
27570	0	atDodge	784	784	0	0	0	0	0	0	0	0	0	0	0	0
27571	0	atParryBase	784	784	0	0	0	0	0	0	0	0	0	0	0	0
27572	0	atParryValueBase	3895	3895	0	0	0	0	0	0	0	0	0	0	0	0
27573	0	atSolarCriticalDamagePowerBase	108	108	0	0	0	0	0	0	0	0	0	0	0	0
27574	0	atPoisonCriticalStrike	259	259	0	0	0	0	0	0	0	0	0	0	0	0
27575	0	atSolarAndLunarCriticalStrike	259	259	0	0	0	0	0	0	0	0	0	0	0	0
27576	0	atSolarAndLunarCriticalDamagePowerBase	108	108	0	0	0	0	0	0	0	0	0	0	0	0
27577	0	atSpunkBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
27578	0	atSolarAttackPowerBase	1642	1642	0	0	0	0	0	0	0	0	0	0	0	0
27579	0	atNeutralAttackPowerBase	1642	1642	0	0	0	0	0	0	0	0	0	0	0	0
27580	0	atStrengthBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
27581	0	atAgilityBase	292	292	0	0	0	0	0	0	0	0	0	0	0	0
27582	0	atLunarAttackPowerBase	1642	1642	0	0	0	0	0	0	0	0	0	0	0	0
27583	0	atPoisonAttackPowerBase	1642	1642	0	0	0	0	0	0	0	0	0	0	0	0
27584	0	atSolarAndLunarAttackPowerBase	1642	1642	0	0	0	0	0	0	0	0	0	0	0	0
27585	0	atVitalityBase	1015	1015	0	0	0	0	0	0	0	0	0	0	0	0
27586	0	atSolarOvercomeBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
27587	0	atNeutralOvercomeBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
27588	0	atLunarOvercomeBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
27589	0	atPoisonOvercomeBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
27590	0	atSolarAndLunarOvercomeBase	735	735	0	0	0	0	0	0	0	0	0	0	0	0
27591	0	atParryBase	770	770	0	0	0	0	0	0	0	0	0	0	0	0
27592	0	atParryValueBase	3827	3827	0	0	0	0	0	0	0	0	0	0	0	0
27593	0	atSolarAndLunarHitValue	616	616	0	0	0	0	0	0	0	0	0	0	0	0
27594	0	atPhysicsHitValue	616	616	0	0	0	0	0	0	0	0	0	0	0	0
27595	0	atVitalityBase	1034	1034	0	0	0	0	0	0	0	0	0	0	0	0
27596	0	atSpunkBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27597	0	atSolarCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27598	0	atNeutralCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27599	0	atStrengthBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27600	0	atPhysicsCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27601	0	atAgilityBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27602	0	atLunarAttackPowerBase	1671	1671	0	0	0	0	0	0	0	0	0	0	0	0
27603	0	atLunarCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27604	0	atPoisonCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27605	0	atSolarAndLunarCriticalStrike	528	528	0	0	0	0	0	0	0	0	0	0	0	0
27606	0	atMagicAttackPowerBase	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27607	0	atHasteBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
27608	0	atMagicAttackPowerBase	532	532	0	0	0	0	0	0	0	0	0	0	0	0
27609	0	atMagicCriticalStrike	213	213	0	0	0	0	0	0	0	0	0	0	0	0
27610	0	atAllTypeCriticalStrike	213	213	0	0	0	0	0	0	0	0	0	0	0	0
27611	0	atSolarAttackPowerBase	1552	1552	0	0	0	0	0	0	0	0	0	0	0	0
27612	0	atSolarCriticalDamagePowerBase	164	164	0	0	0	0	0	0	0	0	0	0	0	0
27613	0	atMagicShield	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27614	0	atHasteBase	458	458	0	0	0	0	0	0	0	0	0	0	0	0
27615	0	atNeutralAttackPowerBase	1552	1552	0	0	0	0	0	0	0	0	0	0	0	0
27616	0	atNeutralCriticalDamagePowerBase	164	164	0	0	0	0	0	0	0	0	0	0	0	0
27617	0	atNeutralHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
27618	0	atStrengthBase	246	246	0	0	0	0	0	0	0	0	0	0	0	0
27619	0	atPhysicsHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
27620	0	atParryBase	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27621	0	atPhysicsHitValue	458	458	0	0	0	0	0	0	0	0	0	0	0	0
27622	0	atAgilityBase	246	246	0	0	0	0	0	0	0	0	0	0	0	0
27623	0	atLunarAttackPowerBase	1552	1552	0	0	0	0	0	0	0	0	0	0	0	0
27624	0	atLunarCriticalDamagePowerBase	164	164	0	0	0	0	0	0	0	0	0	0	0	0
27625	0	atLunarHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
27626	0	atPoisonAttackPowerBase	1552	1552	0	0	0	0	0	0	0	0	0	0	0	0
27627	0	atPoisonCriticalDamagePowerBase	164	164	0	0	0	0	0	0	0	0	0	0	0	0
27628	0	atPoisonHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
27629	0	atSolarAndLunarAttackPowerBase	1552	1552	0	0	0	0	0	0	0	0	0	0	0	0
27630	0	atSolarAndLunarCriticalStrike	360	360	0	0	0	0	0	0	0	0	0	0	0	0
27631	0	atSolarAndLunarCriticalDamagePowerBase	164	164	0	0	0	0	0	0	0	0	0	0	0	0
27632	0	atSolarAndLunarHitValue	327	327	0	0	0	0	0	0	0	0	0	0	0	0
27633	0	atDodge	344	344	0	0	0	0	0	0	0	0	0	0	0	0
27634	0	atParryBase	344	344	0	0	0	0	0	0	0	0	0	0	0	0
27635	0	atVitalityBase	870	870	0	0	0	0	0	0	0	0	0	0	0	0
27636	0	atSpunkBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
27637	0	atSolarAttackPowerBase	2227	2227	0	0	0	0	0	0	0	0	0	0	0	0
27638	0	atSolarCriticalStrike	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27639	0	atSolarCriticalDamagePowerBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
27640	0	atSolarOvercomeBase	497	497	0	0	0	0	0	0	0	0	0	0	0	0
27641	0	atVitalityBase	1368	1368	0	0	0	0	0	0	0	0	0	0	0	0
27642	0	atDodge	209	209	0	0	0	0	0	0	0	0	0	0	0	0
27643	0	atParryValueBase	4328	4328	0	0	0	0	0	0	0	0	0	0	0	0
27644	0	atHasteBase	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27645	0	atSolarHitValue	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27646	0	atStrainBase	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27647	0	atNeutralAttackPowerBase	2227	2227	0	0	0	0	0	0	0	0	0	0	0	0
27648	0	atNeutralOvercomeBase	497	497	0	0	0	0	0	0	0	0	0	0	0	0
27649	0	atNeutralHitValue	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27650	0	atStrengthBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
27651	0	atPhysicsAttackPowerBase	1856	1856	0	0	0	0	0	0	0	0	0	0	0	0
27652	0	atPhysicsCriticalStrike	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27653	0	atPhysicsCriticalDamagePowerBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
27654	0	atPhysicsHitValue	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27655	0	atPhysicsHitValue	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27656	0	atAgilityBase	374	374	0	0	0	0	0	0	0	0	0	0	0	0
27657	0	atLunarAttackPowerBase	2227	2227	0	0	0	0	0	0	0	0	0	0	0	0
27658	0	atLunarCriticalDamagePowerBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
27659	0	atLunarOvercomeBase	497	497	0	0	0	0	0	0	0	0	0	0	0	0
27660	0	atLunarHitValue	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27661	0	atPoisonAttackPowerBase	2227	2227	0	0	0	0	0	0	0	0	0	0	0	0
27662	0	atPoisonCriticalDamagePowerBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
27663	0	atPoisonOvercomeBase	497	497	0	0	0	0	0	0	0	0	0	0	0	0
27664	0	atPoisonHitValue	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27665	0	atSolarAndLunarAttackPowerBase	2227	2227	0	0	0	0	0	0	0	0	0	0	0	0
27666	0	atSolarAndLunarCriticalStrike	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27667	0	atSolarAndLunarCriticalDamagePowerBase	149	149	0	0	0	0	0	0	0	0	0	0	0	0
27668	0	atSolarAndLunarOvercomeBase	497	497	0	0	0	0	0	0	0	0	0	0	0	0
27669	0	atSolarAndLunarHitValue	298	298	0	0	0	0	0	0	0	0	0	0	0	0
27670	0	atSolarAndLunarHitValue	348	348	0	0	0	0	0	0	0	0	0	0	0	0
27671	0	atSpunkBase	390	390	0	0	0	0	0	0	0	0	0	0	0	0
27672	0	atSolarAttackPowerBase	2324	2324	0	0	0	0	0	0	0	0	0	0	0	0
27673	0	atSolarCriticalDamagePowerBase	156	156	0	0	0	0	0	0	0	0	0	0	0	0
27674	0	atSolarOvercomeBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
27675	0	atSolarHitValue	311	311	0	0	0	0	0	0	0	0	0	0	0	0
27676	0	atVitalityBase	1427	1427	0	0	0	0	0	0	0	0	0	0	0	0
27677	0	atDodge	218	218	0	0	0	0	0	0	0	0	0	0	0	0
27678	0	atParryValueBase	4516	4516	0	0	0	0	0	0	0	0	0	0	0	0
27679	0	atHasteBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
27680	0	atSolarHitValue	364	364	0	0	0	0	0	0	0	0	0	0	0	0
27681	0	atStrainBase	364	364	0	0	0	0	0	0	0	0	0	0	0	0
27682	0	atNeutralAttackPowerBase	2324	2324	0	0	0	0	0	0	0	0	0	0	0	0
27683	0	atNeutralCriticalStrike	363	363	0	0	0	0	0	0	0	0	0	0	0	0
27684	0	atNeutralOvercomeBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
27685	0	atNeutralHitValue	311	311	0	0	0	0	0	0	0	0	0	0	0	0
27686	0	atStrengthBase	390	390	0	0	0	0	0	0	0	0	0	0	0	0
27687	0	atPhysicsAttackPowerBase	1936	1936	0	0	0	0	0	0	0	0	0	0	0	0
27688	0	atPhysicsHitValue	364	364	0	0	0	0	0	0	0	0	0	0	0	0
27689	0	atSpiritBase	390	390	0	0	0	0	0	0	0	0	0	0	0	0
27690	0	atAgilityBase	390	390	0	0	0	0	0	0	0	0	0	0	0	0
27691	0	atLunarAttackPowerBase	2324	2324	0	0	0	0	0	0	0	0	0	0	0	0
27692	0	atLunarOvercomeBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
27693	0	atLunarHitValue	311	311	0	0	0	0	0	0	0	0	0	0	0	0
27694	0	atPoisonAttackPowerBase	2324	2324	0	0	0	0	0	0	0	0	0	0	0	0
27695	0	atPoisonOvercomeBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
27696	0	atPoisonHitValue	311	311	0	0	0	0	0	0	0	0	0	0	0	0
27697	0	atSolarAndLunarAttackPowerBase	2324	2324	0	0	0	0	0	0	0	0	0	0	0	0
27698	0	atSolarAndLunarCriticalStrike	363	363	0	0	0	0	0	0	0	0	0	0	0	0
27699	0	atSolarAndLunarCriticalDamagePowerBase	156	156	0	0	0	0	0	0	0	0	0	0	0	0
27700	0	atSolarAndLunarOvercomeBase	519	519	0	0	0	0	0	0	0	0	0	0	0	0
27701	0	atSolarAndLunarHitValue	311	311	0	0	0	0	0	0	0	0	0	0	0	0
27702	0	atSolarAndLunarHitValue	364	364	0	0	0	0	0	0	0	0	0	0	0	0
27703	0	atSolarCriticalStrike	424	424	0	0	0	0	0	0	0	0	0	0	0	0
27704	0	atSolarCriticalDamagePowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
27705	0	atSolarHitValue	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27706	0	atHasteBase	540	540	0	0	0	0	0	0	0	0	0	0	0	0
27707	0	atNeutralCriticalDamagePowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
27708	0	atNeutralHitValue	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27709	0	atMagicShield	810	810	0	0	0	0	0	0	0	0	0	0	0	0
27710	0	atLunarCriticalDamagePowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
27711	0	atLunarHitValue	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27712	0	atPoisonCriticalDamagePowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
27713	0	atPoisonHitValue	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27714	0	atSolarAndLunarCriticalStrike	424	424	0	0	0	0	0	0	0	0	0	0	0	0
27715	0	atSolarAndLunarCriticalDamagePowerBase	193	193	0	0	0	0	0	0	0	0	0	0	0	0
27716	0	atSolarAndLunarHitValue	385	385	0	0	0	0	0	0	0	0	0	0	0	0
27717	0	atParryBase	675	675	0	0	0	0	0	0	0	0	0	0	0	0
27718	0	atParryValueBase	3353	3353	0	0	0	0	0	0	0	0	0	0	0	0
27719	0	atSolarAndLunarHitValue	540	540	0	0	0	0	0	0	0	0	0	0	0	0
27720	0	atPhysicsHitValue	540	540	0	0	0	0	0	0	0	0	0	0	0	0
27721	0	atSolarHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27722	0	atNeutralHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27723	0	atPhysicsHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27724	0	atMagicShield	842	842	0	0	0	0	0	0	0	0	0	0	0	0
27725	0	atLunarHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27726	0	atPoisonHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27727	0	atSolarAndLunarHitValue	401	401	0	0	0	0	0	0	0	0	0	0	0	0
27728	0	atParryValueBase	3489	3489	0	0	0	0	0	0	0	0	0	0	0	0
27729	0	atSolarOvercomeBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
27730	0	atSolarHitValue	458	458	0	0	0	0	0	0	0	0	0	0	0	0
27731	0	atNeutralOvercomeBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
27732	0	atLunarOvercomeBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
27733	0	atPoisonOvercomeBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
27734	0	atSolarAndLunarOvercomeBase	523	523	0	0	0	0	0	0	0	0	0	0	0	0
27735	0	atDodge	573	573	0	0	0	0	0	0	0	0	0	0	0	0
27736	0	atSolarAndLunarHitValue	458	458	0	0	0	0	0	0	0	0	0	0	0	0
27737	0	atSolarAttackPowerBase	1867	1867	0	0	0	0	0	0	0	0	0	0	0	0
27738	0	atSolarCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27739	0	atSolarHitValue	275	275	0	0	0	0	0	0	0	0	0	0	0	0
27740	0	atNeutralAttackPowerBase	1867	1867	0	0	0	0	0	0	0	0	0	0	0	0
27741	0	atNeutralCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27742	0	atNeutralHitValue	393	393	0	0	0	0	0	0	0	0	0	0	0	0
27743	0	atPhysicsAttackPowerBase	1556	1556	0	0	0	0	0	0	0	0	0	0	0	0
27744	0	atPhysicsCriticalStrike	433	433	0	0	0	0	0	0	0	0	0	0	0	0
27745	0	atPhysicsCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27746	0	atPhysicsHitValue	393	393	0	0	0	0	0	0	0	0	0	0	0	0
27747	0	atLunarAttackPowerBase	1867	1867	0	0	0	0	0	0	0	0	0	0	0	0
27748	0	atLunarCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27749	0	atLunarHitValue	393	393	0	0	0	0	0	0	0	0	0	0	0	0
27750	0	atPoisonAttackPowerBase	1867	1867	0	0	0	0	0	0	0	0	0	0	0	0
27751	0	atPoisonCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27752	0	atPoisonHitValue	393	393	0	0	0	0	0	0	0	0	0	0	0	0
27753	0	atSolarAndLunarAttackPowerBase	1867	1867	0	0	0	0	0	0	0	0	0	0	0	0
27754	0	atSolarAndLunarCriticalStrike	433	433	0	0	0	0	0	0	0	0	0	0	0	0
27755	0	atSolarAndLunarCriticalDamagePowerBase	197	197	0	0	0	0	0	0	0	0	0	0	0	0
27756	0	atSolarAndLunarHitValue	393	393	0	0	0	0	0	0	0	0	0	0	0	0
27757	0	atSolarAndLunarHitValue	275	275	0	0	0	0	0	0	0	0	0	0	0	0
27758	0	atSolarCriticalDamagePowerBase	107	107	0	0	0	0	0	0	0	0	0	0	0	0
27759	0	atParryValueBase	3105	3105	0	0	0	0	0	0	0	0	0	0	0	0
27760	0	atPhysicsHitValue	250	250	0	0	0	0	0	0	0	0	0	0	0	0
27761	0	atLunarCriticalDamagePowerBase	107	107	0	0	0	0	0	0	0	0	0	0	0	0
27762	0	atSolarAndLunarAttackPowerBase	1597	1597	0	0	0	0	0	0	0	0	0	0	0	0
27763	0	atSolarAndLunarCriticalStrike	250	250	0	0	0	0	0	0	0	0	0	0	0	0
27764	0	atSolarAndLunarHitValue	250	250	0	0	0	0	0	0	0	0	0	0	0	0
27765	0	atSolarAttackPowerBase	1743	1743	0	0	0	0	0	0	0	0	0	0	0	0
27766	0	atSolarOvercomeBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
27767	0	atVitalityBase	1071	1071	0	0	0	0	0	0	0	0	0	0	0	0
27768	0	atNeutralAttackPowerBase	1743	1743	0	0	0	0	0	0	0	0	0	0	0	0
27769	0	atNeutralCriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
27770	0	atNeutralOvercomeBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
27771	0	atPhysicsAttackPowerBase	1452	1452	0	0	0	0	0	0	0	0	0	0	0	0
27772	0	atPhysicsHitValue	273	273	0	0	0	0	0	0	0	0	0	0	0	0
27773	0	atLunarAttackPowerBase	1743	1743	0	0	0	0	0	0	0	0	0	0	0	0
27774	0	atLunarCriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
27775	0	atLunarOvercomeBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
27776	0	atPoisonAttackPowerBase	1743	1743	0	0	0	0	0	0	0	0	0	0	0	0
27777	0	atPoisonCriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
27778	0	atPoisonOvercomeBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
27779	0	atSolarAndLunarAttackPowerBase	1743	1743	0	0	0	0	0	0	0	0	0	0	0	0
27780	0	atSolarAndLunarCriticalStrike	273	273	0	0	0	0	0	0	0	0	0	0	0	0
27781	0	atSolarAndLunarCriticalDamagePowerBase	117	117	0	0	0	0	0	0	0	0	0	0	0	0
27782	0	atSolarAndLunarOvercomeBase	389	389	0	0	0	0	0	0	0	0	0	0	0	0
27783	0	atSolarAndLunarHitValue	273	273	0	0	0	0	0	0	0	0	0	0	0	0
27784	0	atSpunkBase	317	317	0	0	0	0	0	0	0	0	0	0	0	0
27785	0	atSolarOvercomeBase	422	422	0	0	0	0	0	0	0	0	0	0	0	0
27786	0	atSolarHitValue	253	253	0	0	0	0	0	0	0	0	0	0	0	0
27787	0	atVitalityBase	1160	1160	0	0	0	0	0	0	0	0	0	0	0	0
27788	0	atParryValueBase	3669	3669	0	0	0	0	0	0	0	0	0	0	0	0
27789	0	atNeutralOvercomeBase	422	422	0	0	0	0	0	0	0	0	0	0	0	0
27790	0	atNeutralHitValue	253	253	0	0	0	0	0	0	0	0	0	0	0	0
27791	0	atStrengthBase	317	317	0	0	0	0	0	0	0	0	0	0	0	0
27792	0	atAgilityBase	317	317	0	0	0	0	0	0	0	0	0	0	0	0
27793	0	atLunarAttackPowerBase	1888	1888	0	0	0	0	0	0	0	0	0	0	0	0
27794	0	atLunarCriticalStrike	295	295	0	0	0	0	0	0	0	0	0	0	0	0
27795	0	atLunarOvercomeBase	422	422	0	0	0	0	0	0	0	0	0	0	0	0
27796	0	atLunarHitValue	253	253	0	0	0	0	0	0	0	0	0	0	0	0
27797	0	atPoisonAttackPowerBase	1888	1888	0	0	0	0	0	0	0	0	0	0	0	0
27798	0	atPoisonOvercomeBase	422	422	0	0	0	0	0	0	0	0	0	0	0	0
27799	0	atPoisonHitValue	253	253	0	0	0	0	0	0	0	0	0	0	0	0
27800	0	atSolarAndLunarCriticalStrike	295	295	0	0	0	0	0	0	0	0	0	0	0	0
